date,lat,lon,depth,restrict,ssid
4/7/16,11.08017133,7.606667865,top,no,NG-OCP-KD-pZP8uocP
4/7/16,11.08210646,7.619160462,sub,no,NG-OCP-KD-qd163aS7
4/7/16,11.08435883,7.618498814,top,no,NG-OCP-KD-QOykvhiu
4/7/16,11.08589074,7.62425943,sub,no,NG-OCP-KD-qXqoHVjI
4/7/16,11.08435101,7.618439795,sub,no,NG-OCP-KD-TWveUfHk
4/7/16,10.08553692,8.323344514,top,no,NG-OCP-KD-urPrzJ0B
4/7/16,11.07463121,7.608703805,top,no,NG-OCP-KD-yvcWSdBf
4/7/16,11.08173038,7.621179432,sub,no,NG-OCP-KD-yZUPEzgE
4/7/16,11.08077346,7.603166971,sub,no,NG-OCP-KD-ZhA5uq2J
4/7/16,9.151960511,4.826414572,sub,no,NG-OCP-NG-04YvaG4I
4/7/16,9.166522939,4.849277771,top,no,NG-OCP-NG-5K4yEKo7
4/7/16,9.168772133,4.850197718,sub,yes,NG-OCP-NG-5unQH7dq
4/7/16,9.166568612,4.849292401,sub,no,NG-OCP-NG-8jWwJERS
4/7/16,9.153867949,4.833829127,sub,no,NG-OCP-NG-c9uScJMp
4/7/16,9.151688188,4.835311745,top,no,NG-OCP-NG-cVLdY3L5
4/7/16,9.172614154,4.846298491,top,no,NG-OCP-NG-DVbKLviM
4/7/16,9.153412556,4.831499005,top,no,NG-OCP-NG-DyCPq80U
4/7/16,9.168778378,4.850181357,top,no,NG-OCP-NG-ErelJnak
4/7/16,9.198976252,4.839507096,sub,no,NG-OCP-NG-eUK1dqpV
4/7/16,9.194885737,4.83887946,top,no,NG-OCP-NG-g5gPJzqD
4/7/16,9.15018962,4.829301817,top,no,NG-OCP-NG-gREgJBT5
4/7/16,9.151965078,4.826443014,top,no,NG-OCP-NG-HS2zdZDc
4/7/16,9.172670814,4.846299611,sub,no,NG-OCP-NG-HvnnQzSc
4/7/16,9.150196835,4.829175738,sub,yes,NG-OCP-NG-hZIiucL1
4/7/16,9.153901138,4.833752174,top,no,NG-OCP-NG-ILCZvScc
4/7/16,9.192131386,4.836849419,sub,no,NG-OCP-NG-JBF58phF
4/7/16,9.195449122,4.83312392,top,no,NG-OCP-NG-JCSy2djm
4/7/16,9.198959697,4.839389964,top,yes,NG-OCP-NG-kSGskABi
4/7/16,9.171470839,4.849942937,top,no,NG-OCP-NG-OghlhvPs
4/7/16,9.197957856,4.841117817,top,no,NG-OCP-NG-PCjbUD0O
4/7/16,9.192149502,4.836798321,top,no,NG-OCP-NG-pIUOFF52
4/7/16,9.171469305,4.849926599,sub,no,NG-OCP-NG-Pmzs6ZNS
4/7/16,9.197980451,4.841095682,sub,no,NG-OCP-NG-psCVATe4
4/7/16,9.169676637,4.843121745,top,no,NG-OCP-NG-sCCcstR9
4/7/16,9.169686856,4.843105251,sub,no,NG-OCP-NG-sCCcstR9
4/7/16,9.194872237,4.838901958,sub,no,NG-OCP-NG-tVcbf7rn
4/7/16,9.195418549,4.833090693,sub,no,NG-OCP-NG-ufnpQbwi
4/7/16,9.153428077,4.831503181,sub,no,NG-OCP-NG-vxNDpqcG
4/7/16,9.151681998,4.835291921,sub,no,NG-OCP-NG-zxV9Kmkm
4/7/16,8.444592191,8.466298379,sub,no,NG-OCP-NS-01JIUyyN
4/7/16,8.45863814,8.498698921,top,no,NG-OCP-NS-3EpV7AvT
4/7/16,8.441794895,8.464761947,sub,no,NG-OCP-NS-57YYC7ny
4/7/16,8.463219244,8.510262179,sub,no,NG-OCP-NS-8uvPqcQN
4/7/16,8.467780941,8.512516403,top,no,NG-OCP-NS-9SjNOyam
4/7/16,8.447416899,8.490726521,top,no,NG-OCP-NS-aEkQ2wmw
4/7/16,8.445179707,8.495298906,top,no,NG-OCP-NS-aITnN1Tu
4/7/16,8.445198966,8.495361261,sub,no,NG-OCP-NS-BGmT3yNt
4/7/16,8.463236457,8.510228757,top,no,NG-OCP-NS-DlgfDTtz
4/7/16,8.446422854,8.487941839,top,no,NG-OCP-NS-dwW0X9Yo
4/7/16,8.457977935,8.503418855,top,no,NG-OCP-NS-e8lJ9Ps6
4/7/16,8.446677938,8.460068637,top,no,NG-OCP-NS-Ea2O3MgN
4/7/16,8.452357764,8.499045284,sub,no,NG-OCP-NS-eLi4gIhz
4/7/16,8.446766161,8.460086564,sub,no,NG-OCP-NS-FE6FUj3K
4/7/16,8.446374882,8.462714934,top,no,NG-OCP-NS-fidlS6xg
4/7/16,8.446339111,8.462646937,sub,no,NG-OCP-NS-GDClR3Kb
4/7/16,8.458685216,8.49865525,sub,no,NG-OCP-NS-GfEvPMLn
4/7/16,8.461105131,8.512256916,sub,no,NG-OCP-NS-HaU4zMTZ
4/7/16,8.457818052,8.500415493,top,no,NG-OCP-NS-HE6SbX1y
4/7/16,8.447399995,8.49077573,sub,no,NG-OCP-NS-HTu68Vdi
4/7/16,8.452333567,8.499095266,top,no,NG-OCP-NS-iDBaNnHZ
4/7/16,8.454494193,8.506459176,sub,no,NG-OCP-NS-ik3ARidI
4/7/16,8.464638426,8.512116793,top,no,NG-OCP-NS-mDdT7RuR
4/7/16,8.446432742,8.487921717,sub,no,NG-OCP-NS-NHwjRbNO
4/7/16,8.448161635,8.493562975,top,no,NG-OCP-NS-nJNQGGWj
4/7/16,8.461099698,8.512332872,top,no,NG-OCP-NS-OGoEg2u4
4/7/16,8.464008466,8.508081663,top,no,NG-OCP-NS-qh3wrtS1
4/7/16,8.44863296,8.461379498,top,no,NG-OCP-NS-Qih3MIQE
4/7/16,8.441841253,8.464786642,top,no,NG-OCP-NS-QioKDIsE
4/7/16,8.451562085,8.492276709,sub,no,NG-OCP-NS-Se1WQGby
4/7/16,8.467814531,8.512431995,sub,no,NG-OCP-NS-tdRq5LtW
4/7/16,8.444614698,8.466272626,top,no,NG-OCP-NS-Tw0efJ33
4/7/16,8.451565437,8.492263389,top,no,NG-OCP-NS-v7XbRQ3V
4/7/16,8.448721387,8.461368214,sub,no,NG-OCP-NS-VV3lxGuj
4/7/16,8.457953057,8.503374527,sub,no,NG-OCP-NS-vVMrBJHk
4/7/16,8.448164675,8.493566375,sub,no,NG-OCP-NS-z0AsGdnk
4/7/16,8.454458969,8.506428371,top,no,NG-OCP-NS-z8uUBra1
4/7/16,8.464014616,8.50808578,sub,no,NG-OCP-NS-Zm3cKEQa
4/7/16,8.457855287,8.500460002,sub,no,NG-OCP-NS-zQ0a7VPI
4/7/16,8.464436131,8.512124708,sub,no,NG-OCP-NS-ZucEIXXf
4/7/16,9.567960575,9.214833121,top,no,NG-OCP-PL-1kRLM0oZ
4/7/16,8.539474814,9.080637246,top,no,NG-OCP-PL-2NCwZdDS
4/7/16,8.519041479,9.078779974,sub,no,NG-OCP-PL-6pm3vjeb
4/7/16,8.552025433,9.069906886,sub,no,NG-OCP-PL-74ktufbw
4/7/16,8.540847236,9.082089464,top,no,NG-OCP-PL-9DjHZAKY
4/7/16,9.532968527,9.19619427,top,no,NG-OCP-PL-apXo9GEh
4/7/16,8.544152455,9.084769094,top,no,NG-OCP-PL-AQGxxdr7
4/7/16,9.568876395,9.21541848,sub,no,NG-OCP-PL-AtDzdPKv
4/7/16,9.570874102,9.214617267,sub,no,NG-OCP-PL-bQlnnP2V
4/7/16,9.571779894,9.220269857,sub,no,NG-OCP-PL-BXNNbbku
4/7/16,8.54414968,9.084728451,sub,no,NG-OCP-PL-c0MUKUDu
4/7/16,8.521059256,9.077405994,top,no,NG-OCP-PL-cL40yivD
4/7/16,8.539160955,9.083856179,sub,no,NG-OCP-PL-daG5tvJX
4/7/16,9.552459328,9.197053269,sub,no,NG-OCP-PL-DMFeYvW0
4/7/16,9.537408284,9.192148927,top,no,NG-OCP-PL-DN4DJQn0
4/7/16,9.533011216,9.19619702,sub,no,NG-OCP-PL-dYdPGyCr
4/7/16,9.537414553,9.19220071,sub,no,NG-OCP-PL-Ei6KWWEp
4/7/16,9.569303413,9.224629221,sub,no,NG-OCP-PL-eogMcKJP
4/7/16,9.569301279,9.224625076,top,no,NG-OCP-PL-EqNiVogm
4/7/16,8.539180787,9.083919527,top,no,NG-OCP-PL-fP6rOJTE
4/7/16,9.57211284,9.223053534,sub,no,NG-OCP-PL-fUX7JqaN
4/7/16,8.545707771,9.074629356,top,no,NG-OCP-PL-GfL3U6Cm
4/7/16,8.519046351,9.078773584,top,no,NG-OCP-PL-gJBMgUkk
4/7/16,8.597849314,9.084104232,top,no,NG-OCP-PL-glmARZas
4/7/16,8.547982042,9.072286226,top,no,NG-OCP-PL-HjGTxn6k
4/7/16,8.548097835,9.072303466,sub,no,NG-OCP-PL-hYUJmikK
4/7/16,8.550687215,9.076906649,sub,no,NG-OCP-PL-i1p4yTDP
4/7/16,8.550644406,9.076911736,top,no,NG-OCP-PL-IVlBukhL
4/7/16,8.53570299,9.082580821,top,no,NG-OCP-PL-jb0cPpZf
4/7/16,8.552052228,9.069962445,top,no,NG-OCP-PL-KpYrmbB4
4/7/16,8.539488154,9.08061091,sub,no,NG-OCP-PL-KYOqLBHz
4/7/16,8.523021406,9.075281116,top,no,NG-OCP-PL-mIqP1mSc
4/7/16,9.571760884,9.220265232,top,no,NG-OCP-PL-nPVSyRzM
4/7/16,8.545698176,9.074641403,sub,no,NG-OCP-PL-nQ8VFgo3
4/7/16,8.597869001,9.08408664,sub,no,NG-OCP-PL-nZGq8Ka8
4/7/16,8.52297178,9.075281003,sub,no,NG-OCP-PL-PEo0CDr3
4/7/16,8.540850809,9.082057861,sub,no,NG-OCP-PL-qZcAPCJw
4/7/16,8.547374432,9.074182213,top,no,NG-OCP-PL-sGYO4tCg
4/7/16,8.521030721,9.077452106,sub,no,NG-OCP-PL-SZHL4w5m
4/7/16,9.570844572,9.214629927,top,no,NG-OCP-PL-t1Sr3lzN
4/7/16,9.547649946,9.19339081,sub,no,NG-OCP-PL-T6u50aSH
4/7/16,9.534664519,9.193796836,top,no,NG-OCP-PL-uYjQHGA5
4/7/16,9.53521594,9.191235086,sub,yes,NG-OCP-PL-vOqATJX0
4/7/16,9.534661296,9.193762274,sub,no,NG-OCP-PL-wdc4L3D1
4/7/16,9.569234496,9.22462165,top,no,NG-OCP-PL-X2ouvpCZ
4/7/16,9.552446511,9.197044593,top,no,NG-OCP-PL-XFwVAiWv
4/7/16,9.547653862,9.193545153,top,no,NG-OCP-PL-XXqWJ4Q8
4/7/16,9.530077705,9.19263577,top,no,NG-OCP-PL-y0HUSyAq
4/7/16,9.572124725,9.223070702,top,no,NG-OCP-PL-zLZ0vS85
4/7/16,8.535703361,9.08264124,sub,no,NG-OCP-PL-ZNujgcOC
4/7/16,8.54738834,9.074188498,sub,no,NG-OCP-PL-zUjIypnF
4/7/16,9.530103259,9.192618799,sub,no,NG-OCP-PL-ZuuFW9ht
4/7/16,9.093978538,11.71561257,sub,no,NG-OCP-TR-4KffuyXK
4/7/16,9.0939718,11.71565256,top,no,NG-OCP-TR-aUOHxigw
4/7/16,9.090379288,11.71084221,sub,yes,NG-OCP-TR-BX4A9Gcj
4/7/16,9.090387046,11.71085281,top,no,NG-OCP-TR-dGEZ7UkV
4/7/16,9.088133969,11.71039093,sub,no,NG-OCP-TR-QWaqOWLL
4/7/16,9.092057286,11.71467579,sub,no,NG-OCP-TR-RLSkDF7x
4/7/16,9.092020632,11.71468234,top,no,NG-OCP-TR-TZMc3b4y
4/7/16,9.088141452,11.7103999,top,no,NG-OCP-TR-ui7XKWhx
4/7/16,9.089651943,11.71301531,sub,yes,NG-OCP-TR-UT30NYV8
4/7/16,9.089642092,11.71304246,top,yes,NG-OCP-TR-Ve11Qdop
4/8/16,9.9650085,9.996230416,top,no,NG-OCP-BA-2SQZcQP7
4/8/16,9.961231552,9.996783513,sub,no,NG-OCP-BA-4Mc7UWac
4/8/16,9.966857305,9.994693449,sub,yes,NG-OCP-BA-5deBoYFQ
4/8/16,9.961577441,9.990659377,top,no,NG-OCP-BA-eOOn4JYh
4/8/16,9.969016788,9.995360953,sub,no,NG-OCP-BA-FJcxKpFq
4/8/16,9.9650085,9.996230416,sub,yes,NG-OCP-BA-KRT4BhVE
4/8/16,9.969015878,9.9953507,top,no,NG-OCP-BA-m5RsJbe8
4/8/16,9.961577441,9.990659377,sub,no,NG-OCP-BA-RugzvL1N
4/8/16,9.966857305,9.994693449,top,no,NG-OCP-BA-YLt9IuDz
4/8/16,9.961231552,9.996783513,top,no,NG-OCP-BA-zO4ZP5Fa
4/8/16,10.06388205,8.328558719,top,no,NG-OCP-KD-2sxHHk9p
4/8/16,11.10875855,6.981946908,top,no,NG-OCP-KD-71TjDsxw
4/8/16,10.06941142,8.325799422,top,no,NG-OCP-KD-7hhMl9vg
4/8/16,10.06494289,8.32509275,top,no,NG-OCP-KD-8gcjb09D
4/8/16,10.07150858,8.34604255,sub,no,NG-OCP-KD-8jtaxtaC
4/8/16,10.07679051,8.338782692,sub,no,NG-OCP-KD-BlNrlgHH
4/8/16,10.06424497,8.331136431,top,no,NG-OCP-KD-Hq84UpZd
4/8/16,10.07859635,8.347914619,sub,no,NG-OCP-KD-IbA16cW6
4/8/16,10.07587653,8.3401166,sub,no,NG-OCP-KD-IhYb1dK5
4/8/16,10.07857931,8.347940998,top,no,NG-OCP-KD-jQ02JKmG
4/8/16,11.10881948,6.98186395,sub,no,NG-OCP-KD-Jvu76Dir
4/8/16,10.06493266,8.3250638,sub,no,NG-OCP-KD-KjHB3EDc
4/8/16,10.0758804,8.340107838,top,no,NG-OCP-KD-O6DtgtXr
4/8/16,10.06945833,8.325850595,sub,no,NG-OCP-KD-OmK0bHfB
4/8/16,10.06316847,8.325834441,top,no,NG-OCP-KD-oyfGIf5w
4/8/16,10.07313208,8.344170139,sub,no,NG-OCP-KD-QwMfoGPN
4/8/16,10.06420135,8.331126278,sub,no,NG-OCP-KD-rpXtXeV4
4/8/16,10.07682775,8.338764978,top,no,NG-OCP-KD-VI1e7Ax9
4/8/16,10.07311,8.344183756,top,no,NG-OCP-KD-vUNgiHLZ
4/8/16,10.06397572,8.328530061,sub,no,NG-OCP-KD-xohhbbBP
4/8/16,10.07150029,8.346035352,top,no,NG-OCP-KD-XsKu24hG
4/8/16,10.06319863,8.325864223,sub,no,NG-OCP-KD-YAJTGUN8
4/8/16,9.170159821,4.806452917,top,no,NG-OCP-NG-0LZObWpE
4/8/16,9.170159844,4.806452344,sub,no,NG-OCP-NG-0SlUrmu2
4/8/16,9.448469391,6.120902711,sub,no,NG-OCP-NG-3A0JGHep
4/8/16,9.445085513,6.125726402,sub,no,NG-OCP-NG-4A71sg7R
4/8/16,9.183934224,4.777357098,top,yes,NG-OCP-NG-5diUbYdN
4/8/16,9.181644338,4.776839302,sub,yes,NG-OCP-NG-5Rm0VR5s
4/8/16,9.183939147,4.777579586,sub,yes,NG-OCP-NG-5RxqbwnL
4/8/16,9.181639912,4.776831979,top,yes,NG-OCP-NG-7pSXaXnh
4/8/16,9.444604837,6.120043514,top,no,NG-OCP-NG-a40dwzRq
4/8/16,9.168328908,4.812160359,top,no,NG-OCP-NG-aJWyuGto
4/8/16,9.168290517,4.812144744,sub,yes,NG-OCP-NG-aorSPkWz
4/8/16,9.164905497,4.812105412,sub,yes,NG-OCP-NG-bckGwl8B
4/8/16,9.182841457,4.794129643,top,yes,NG-OCP-NG-BLiteb5L
4/8/16,9.447428556,6.057508034,top,no,NG-OCP-NG-d7LPJGOR
4/8/16,9.185068268,4.778879103,sub,yes,NG-OCP-NG-dByoRFUz
4/8/16,9.441818287,6.120413065,top,no,NG-OCP-NG-f6e3LoOi
4/8/16,9.18242359,4.772071494,top,yes,NG-OCP-NG-Fnn32Guv
4/8/16,9.183919045,4.790749617,top,yes,NG-OCP-NG-GAalmVBl
4/8/16,9.183862264,4.790617043,sub,yes,NG-OCP-NG-Gbqyeea3
4/8/16,9.444030106,6.059855278,sub,no,NG-OCP-NG-gpeDZcge
4/8/16,9.44403407,6.059858067,top,no,NG-OCP-NG-he8mGaBP
4/8/16,9.189897407,4.791304554,sub,yes,NG-OCP-NG-HNlA4Ptk
4/8/16,9.169225577,4.814642292,sub,yes,NG-OCP-NG-HWiXf1Nl
4/8/16,9.189904273,4.791232989,top,yes,NG-OCP-NG-ibtPKCfd
4/8/16,9.448343045,6.120827552,top,no,NG-OCP-NG-irHDg5gr
4/8/16,9.441839932,6.120451123,sub,no,NG-OCP-NG-jjTDAkIz
4/8/16,9.183645917,4.772210071,sub,yes,NG-OCP-NG-k2CMMDfP
4/8/16,9.186977789,4.794703622,top,yes,NG-OCP-NG-K8IZtCmj
4/8/16,9.169276993,4.81462903,top,no,NG-OCP-NG-m4WZDaP6
4/8/16,9.183967376,4.771938268,top,yes,NG-OCP-NG-m6vInsyg
4/8/16,9.442995433,6.118271048,sub,no,NG-OCP-NG-N8S3GAn1
4/8/16,9.448549952,6.056454331,sub,no,NG-OCP-NG-Njj6WGsm
4/8/16,9.441807604,6.054330518,sub,no,NG-OCP-NG-NvE1TGkI
4/8/16,9.448776187,6.056537662,top,no,NG-OCP-NG-oXbRwUdd
4/8/16,9.1817776,4.791874915,top,no,NG-OCP-NG-PjZ35N0C
4/8/16,9.442657084,6.117615921,top,no,NG-OCP-NG-Q9e9BNL5
4/8/16,9.169424572,4.808151484,top,no,NG-OCP-NG-rUzByijF
4/8/16,9.182406987,4.772604412,sub,yes,NG-OCP-NG-s8OaPJCf
4/8/16,9.185505875,4.77877171,top,yes,NG-OCP-NG-slqf7vVa
4/8/16,9.164945697,4.812276754,top,no,NG-OCP-NG-T3dv5fzc
4/8/16,9.44454187,6.120110856,sub,no,NG-OCP-NG-Un99Gf8a
4/8/16,9.441812835,6.054325723,top,no,NG-OCP-NG-uvErRjXK
4/8/16,9.447364866,6.057694981,sub,no,NG-OCP-NG-V0COBRnS
4/8/16,9.441658017,6.05688283,sub,no,NG-OCP-NG-vyNql16X
4/8/16,9.445103408,6.12567825,top,no,NG-OCP-NG-X5LApTsZ
4/8/16,9.182855985,4.794132098,sub,yes,NG-OCP-NG-xtLAYwJJ
4/8/16,9.44062721,6.056821157,top,no,NG-OCP-NG-xxLeer3z
4/8/16,9.181767194,4.79188867,sub,yes,NG-OCP-NG-yPa4b7OA
4/8/16,9.187009407,4.794716754,sub,yes,NG-OCP-NG-YS5jq8ta
4/8/16,9.169423048,4.808217952,sub,no,NG-OCP-NG-ZGRPBanm
4/8/16,8.412438992,8.461666743,sub,no,NG-OCP-NS-0IcSbjp7
4/8/16,8.40874221,8.461570608,sub,no,NG-OCP-NS-1GAe3YRo
4/8/16,8.468391945,8.525550111,sub,no,NG-OCP-NS-716nFx6J
4/8/16,8.408808936,8.461540188,top,n/a,NG-OCP-NS-8FQpCJom
4/8/16,8.489641566,8.45924666,top,no,NG-OCP-NS-byiAtm1x
4/8/16,8.46746895,8.532208278,sub,no,NG-OCP-NS-eAmG316D
4/8/16,8.462201813,8.532052795,sub,no,NG-OCP-NS-ecn95opn
4/8/16,8.412081695,8.452270718,sub,no,NG-OCP-NS-fPfQnhjr
4/8/16,8.41240735,8.461667496,top,no,NG-OCP-NS-gkIQGaBE
4/8/16,8.491444401,8.460623764,top,no,NG-OCP-NS-JnERRkcY
4/8/16,8.465893217,8.532158722,top,no,NG-OCP-NS-kvHqoPfF
4/8/16,8.464873394,8.528846164,top,no,NG-OCP-NS-l9cO79HA
4/8/16,8.462240055,8.532119567,top,no,NG-OCP-NS-NXkjjbE6
4/8/16,8.406146722,8.459926387,top,no,NG-OCP-NS-Q1oWgd0S
4/8/16,8.409434662,8.452351252,sub,no,NG-OCP-NS-q4lkrq7Y
4/8/16,8.4872535,8.462430575,sub,no,NG-OCP-NS-Qa7gFzE3
4/8/16,8.409503955,8.45238289,top,no,NG-OCP-NS-QGphULLi
4/8/16,8.489939499,8.469333422,top,no,NG-OCP-NS-rTic0Tf1
4/8/16,8.489906806,8.469315766,sub,no,NG-OCP-NS-Rv57oHSw
4/8/16,8.461216046,8.527446952,top,no,NG-OCP-NS-skvB5fKY
4/8/16,8.406126357,8.45992063,sub,no,NG-OCP-NS-SXa7MpTQ
4/8/16,8.487238017,8.46239095,top,no,NG-OCP-NS-tfHQ5QtL
4/8/16,8.461251977,8.527472187,sub,no,NG-OCP-NS-uks7kMK9
4/8/16,8.464851826,8.528851382,sub,no,NG-OCP-NS-vpSdm2KW
4/8/16,8.489545136,8.459237504,sub,no,NG-OCP-NS-VSBKUOQI
4/8/16,8.493661956,8.46047106,sub,no,NG-OCP-NS-WmxeTkUC
4/8/16,8.491362664,8.46064957,sub,no,NG-OCP-NS-XjTpcbb6
4/8/16,8.468510716,8.525487828,top,no,NG-OCP-NS-XPACYGln
4/8/16,8.493739542,8.460516863,top,no,NG-OCP-NS-ysiffnAh
4/8/16,9.526633447,9.186214811,sub,no,NG-OCP-PL-02DVBs8b
4/8/16,8.551611413,9.045028052,sub,no,NG-OCP-PL-08lWeEoj
4/8/16,9.52008244,9.185062438,sub,no,NG-OCP-PL-0UOFDElk
4/8/16,8.54873052,9.041432758,sub,no,NG-OCP-PL-11UXaPHE
4/8/16,9.50228519,9.166750032,top,no,NG-OCP-PL-3KtExydx
4/8/16,9.505498869,9.167447255,top,no,NG-OCP-PL-3sMcZ7Mx
4/8/16,9.502273137,9.166716581,sub,no,NG-OCP-PL-7zGrpqUR
4/8/16,8.517493279,9.071748787,sub,yes,NG-OCP-PL-9JqTJqzu
4/8/16,8.524608101,9.07777538,sub,no,NG-OCP-PL-C49CUPeY
4/8/16,9.524261112,9.180759507,top,no,NG-OCP-PL-CFYsNuqc
4/8/16,8.549863193,9.046641114,top,no,NG-OCP-PL-cR7ocoBq
4/8/16,9.508516379,9.169512839,top,no,NG-OCP-PL-CZCPFZB8
4/8/16,8.523420564,9.062697935,sub,yes,NG-OCP-PL-DelbD6sv
4/8/16,9.522291256,9.184886142,sub,no,NG-OCP-PL-dIj8YYRj
4/8/16,8.525414735,9.062761138,sub,no,NG-OCP-PL-eAz9Kf63
4/8/16,8.549330631,9.050827183,sub,yes,NG-OCP-PL-enMiRqCD
4/8/16,8.517864877,9.065645765,top,no,NG-OCP-PL-FsjmkbYU
4/8/16,8.524589808,9.07782464,top,no,NG-OCP-PL-guz0wxPF
4/8/16,8.519943204,9.065218702,sub,yes,NG-OCP-PL-H1Jrck1a
4/8/16,8.523423816,9.062747688,top,no,NG-OCP-PL-I1sGwQNr
4/8/16,8.549885279,9.046673448,sub,no,NG-OCP-PL-IzRsIFHz
4/8/16,9.52266976,9.182638503,sub,yes,NG-OCP-PL-jdUsfPUz
4/8/16,9.507237071,9.162395769,sub,no,NG-OCP-PL-K93uW9l3
4/8/16,8.549419094,9.050681799,top,no,NG-OCP-PL-ki6dKYqw
4/8/16,8.551632242,9.045119348,top,no,NG-OCP-PL-KnHU1jmE
4/8/16,8.525442499,9.062818013,top,no,NG-OCP-PL-LauqaVbr
4/8/16,9.522503752,9.182698938,top,no,NG-OCP-PL-luX3OMir
4/8/16,8.547792397,9.047447292,sub,yes,NG-OCP-PL-NhD1BbZ6
4/8/16,8.521730374,9.062561956,top,no,NG-OCP-PL-NjoUCsQZ
4/8/16,9.505066601,9.166398886,sub,no,NG-OCP-PL-nYcvQQ1L
4/8/16,9.526712616,9.186068365,top,no,NG-OCP-PL-oKid6A50
4/8/16,8.521706628,9.062500854,sub,yes,NG-OCP-PL-pwP8UT33
4/8/16,8.54874199,9.041439759,top,no,NG-OCP-PL-q4YllYDy
4/8/16,9.506012068,9.169891478,sub,no,NG-OCP-PL-R4YG3A8K
4/8/16,8.519915148,9.06518542,top,no,NG-OCP-PL-SxP6wGrS
4/8/16,9.522675123,9.182638576,top,no,NG-OCP-PL-U5LHPtbd
4/8/16,9.520096005,9.185027122,top,no,NG-OCP-PL-ULvQwIPy
4/8/16,9.507223196,9.162383021,top,no,NG-OCP-PL-VJLPNj5q
4/8/16,9.524303728,9.180718121,sub,no,NG-OCP-PL-VY9O8MVV
4/8/16,8.51781969,9.065540206,sub,no,NG-OCP-PL-xgB1k5pY
4/8/16,8.547774213,9.047510095,top,no,NG-OCP-PL-yLAeHAHx
4/8/16,9.508503435,9.169486937,sub,no,NG-OCP-PL-Ym6SdB2c
4/8/16,9.50504188,9.166427092,sub,no,NG-OCP-PL-zG7rkVas
4/8/16,8.517514868,9.071705477,top,no,NG-OCP-PL-ZIe7gMhW
4/9/16,9.927938846,9.970984804,top,no,NG-OCP-BA-3iCcXH71
4/9/16,9.950257621,9.987522645,sub,no,NG-OCP-BA-5k0FrAH8
4/9/16,9.911567078,10.00734549,sub,no,NG-OCP-BA-74XA2Zit
4/9/16,9.924772511,9.965799503,sub,no,NG-OCP-BA-8enCHIXQ
4/9/16,9.912613294,10.00089247,sub,yes,NG-OCP-BA-9zkQHaa4
4/9/16,9.926807021,9.96934117,top,no,NG-OCP-BA-a0esO4nw
4/9/16,9.912613294,10.00089247,top,no,NG-OCP-BA-A1NIaxBG
4/9/16,9.954003477,9.984406252,sub,yes,NG-OCP-BA-A6JEsc0u
4/9/16,9.951089566,9.98569688,top,no,NG-OCP-BA-cHjr9eEc
4/9/16,9.907709425,10.00603321,top,no,NG-OCP-BA-CXvgsbSR
4/9/16,9.956907822,9.982778003,top,no,NG-OCP-BA-hCJ9Ksuq
4/9/16,9.951837176,9.988390624,sub,no,NG-OCP-BA-HJLihDom
4/9/16,9.950257621,9.987522645,top,no,NG-OCP-BA-IePy87Ga
4/9/16,9.911567078,10.00734549,top,no,NG-OCP-BA-iLisVTsL
4/9/16,9.907709425,10.00603321,sub,no,NG-OCP-BA-iWB80GG1
4/9/16,9.927938846,9.970984804,sub,no,NG-OCP-BA-Jfyy5yW6
4/9/16,9.924772511,9.965799503,top,no,NG-OCP-BA-JjZemRJt
4/9/16,9.923136409,9.968835818,top,no,NG-OCP-BA-LkDKG5Cu
4/9/16,9.928794421,9.96877345,sub,yes,NG-OCP-BA-llWX4prA
4/9/16,9.928794421,9.96877345,top,no,NG-OCP-BA-mm2H9r3u
4/9/16,9.913696477,10.00909364,sub,no,NG-OCP-BA-n5Y0ogDy
4/9/16,9.926807021,9.96934117,sub,yes,NG-OCP-BA-paRfgenI
4/9/16,9.910000553,10.00212392,sub,yes,NG-OCP-BA-sRYzSDEJ
4/9/16,9.909998094,10.00211068,top,no,NG-OCP-BA-TeTdgkBI
4/9/16,9.913696477,10.00909364,top,no,NG-OCP-BA-tKDNyHvh
4/9/16,9.954003477,9.984406252,top,no,NG-OCP-BA-tWAdqpHj
4/9/16,9.951837176,9.988390624,top,no,NG-OCP-BA-uYwpQxp8
4/9/16,9.951089566,9.98569688,sub,no,NG-OCP-BA-vIFS1khd
4/9/16,9.956907822,9.982778003,sub,no,NG-OCP-BA-WsiEts8i
4/9/16,9.923136409,9.968835818,sub,no,NG-OCP-BA-Z8LVGqsL
4/9/16,11.07851604,6.991646519,sub,no,NG-OCP-KD-0nIfkc3W
4/9/16,10.05938457,8.346863286,top,no,NG-OCP-KD-2F8dWhAM
4/9/16,10.03225181,8.359630176,sub,no,NG-OCP-KD-2mhAzKFY
4/9/16,11.11093266,6.953448136,sub,no,NG-OCP-KD-2wTIY90h
4/9/16,10.02918755,8.358932292,top,no,NG-OCP-KD-5a2cmr62
4/9/16,10.02934587,8.350604837,top,no,NG-OCP-KD-5L58tEMV
4/9/16,10.05818322,8.350294424,top,no,NG-OCP-KD-5NcJJ6p9
4/9/16,10.05573938,8.340417934,sub,no,NG-OCP-KD-5QJjMlH2
4/9/16,11.078521,6.991661322,top,no,NG-OCP-KD-68VKsvlB
4/9/16,11.07616462,6.992406169,top,no,NG-OCP-KD-85u5dT7P
4/9/16,11.10500608,6.979717854,sub,no,NG-OCP-KD-97fg4vaO
